pH,TDS,Turbidity,Phospate,Nitrate,Iron,COD(mg/L),Chlorine,Sodium,Class
7.535530316,926,3.98,0.012988755,6,0.337286576,424,1,9,3
7.579158407,716,2.09,0.002370137,8,0.351333188,409,3,4,3
7.594920901,766,2.8,0.000223679,8,0.300862727,394,1,2,1
7.52550115,732,0.62,0.010931201,6,0.30023523,393,4,18,4
7.558310223,877,1.3,0.012725401,6,0.342393719,428,3,4,3
7.545273905,774,1.29,0.002053646,7,0.348524817,430,4,6,3
7.563328002,670,2.5,0.000516236,6,0.390068889,399,3,4,1
7.534831953,696,0.98,0.012020697,7,0.391619816,422,2,17,3
7.546702944,694,3.6,0.029828302,6,0.32549121,429,3,13,3
7.599757281,752,1.93,0.005277197,6,0.305661344,424,3,3,3
7.510238427,858,0.91,0.02365654,7,0.344883974,430,1,1,3
7.557222338,783,0.89,0.000297166,7,0.336323264,406,4,20,3
7.531643009,629,1.6,0.026241478,8,0.318160554,430,3,13,3
7.538055563,799,4.09,0.003011432,8,0.323020732,425,3,12,3
7.500729505,640,2.46,0.010529509,7,0.364306091,393,1,14,4
7.505931774,770,3.07,0.000800624,8,0.395390288,407,2,9,3
7.560511985,927,0.44,0.018568249,6,0.358741431,395,1,20,2
7.584187353,647,0.28,0.023882565,8,0.353138333,416,3,13,3
7.578648448,968,1.58,0.016813671,8,0.370984417,397,4,20,2
7.591825934,852,2.26,0.021754239,7,0.317698712,392,2,12,4
7.593798923,644,3.08,0.011471292,8,0.382749476,413,3,16,3
7.50028531,889,1.08,0.003046514,6,0.392292983,395,3,3,1
7.587811272,788,0.91,0.027635873,8,0.357190989,399,4,1,4
7.56997496,912,1.4,0.003801499,6,0.326881797,426,2,8,3
7.586591026,978,3.9,0.006826242,6,0.360622109,392,4,11,2
7.543999703,732,1.66,0.003360804,7,0.355235278,394,2,9,1
7.565243188,802,0.15,0.029827684,8,0.382415516,390,3,8,4
7.55238186,721,3.75,0.018566385,8,0.309880826,396,2,5,4
7.500560821,855,3.02,0.009141089,7,0.325587571,419,1,10,3
7.532581281,876,2.69,0.014104942,6,0.306112682,402,3,16,3
7.554836571,800,2.36,0.001083402,7,0.300463086,415,2,9,3
7.584926855,921,0.76,0.013221965,7,0.342020764,390,2,3,2
7.555636543,839,1.78,0.028090205,7,0.354872478,418,3,19,3
7.581085842,805,1.29,0.019669894,7,0.3697005,401,1,9,3
7.547919148,660,1.86,0.027150921,8,0.356302786,425,4,20,3
7.534526085,958,4.2,0.001714885,8,0.305749737,399,4,14,2
7.523146362,946,0.8,0.020012568,8,0.339893706,406,2,10,3
7.547617521,848,2.48,0.01529111,8,0.400750872,391,1,1,0
7.522051455,943,0.58,0.016523569,8,0.368725141,391,4,10,2
7.526026023,821,4.17,0.001825468,7,0.361495001,391,2,7,1
7.526269359,694,0.86,0.00047274,6,0.378432074,404,3,18,3
7.560544789,948,3.62,0.025313872,6,0.376734491,408,4,16,3
7.56971341,952,0.66,0.000208141,7,0.351475163,396,4,6,2
7.583857697,686,1.38,0.012602225,8,0.390398264,409,3,6,3
7.519923716,652,2.66,0.029680719,6,0.324596924,421,2,14,3
7.524663079,926,3.89,0.002470145,8,0.309175831,429,3,1,3
7.564656685,937,0.74,0.024149115,8,0.337851243,396,1,18,2
7.531215606,735,0.79,0.013747553,6,0.387506533,408,4,12,3
7.565567934,719,0.95,0.018476219,8,0.384872424,408,4,20,3
7.563436672,735,2.19,0.028480651,6,0.402568402,403,2,14,3
7.554949173,767,3.78,0.015602357,8,0.30454534,395,1,20,4
7.507769949,800,2.2,0.027043019,7,0.31211223,414,3,20,3
7.565351235,846,3.26,0.008111806,8,0.376876563,394,4,20,4
7.583224056,828,2.42,0.025210907,6,0.364974727,423,1,3,3
7.50643538,862,0.27,0.021483219,8,0.331122163,420,2,8,3
7.539852678,785,3.38,0.003775753,6,0.376951257,401,2,5,3
7.564879745,898,2.83,0.02805131,7,0.358254636,406,3,1,3
7.551744542,881,4.1,0.009165767,7,0.322736216,421,1,6,3
7.523715102,724,0.74,0.02080757,6,0.310447861,420,3,7,3
7.551552946,841,2.18,0.000245959,7,0.38223683,403,1,6,3
7.566621072,790,0.89,0.005780258,7,0.36714819,395,2,6,4
7.579681648,895,2.19,0.002767607,8,0.310339714,403,3,3,3
7.504005277,850,1.04,0.018635383,8,0.321513753,424,4,11,3
7.510947077,736,2.05,0.008079547,7,0.370458299,390,4,14,4
7.546682699,821,0.59,0.004658616,7,0.331915563,401,1,9,3
7.575086956,630,2.35,0.024452106,8,0.407725718,427,2,2,3
7.546318505,844,1.06,0.02189152,7,0.407793561,403,2,10,3
7.585800272,912,0.46,0.018056077,6,0.341235877,401,1,12,3
7.503781362,805,3.46,0.023311162,6,0.368024539,397,1,14,4
7.540153452,788,1.4,0.015484879,7,0.32719491,403,1,17,3
7.546291132,823,4.04,0.022453534,8,0.333055382,409,3,5,3
7.565375073,857,1.22,0.020760536,8,0.373723394,397,4,2,4
7.55452703,912,2.2,0.021921534,8,0.329342844,399,3,13,2
7.534459561,639,0.71,0.00020905,6,0.309200384,411,2,14,3
7.568450089,683,1.86,0.002071639,8,0.387906965,413,2,1,3
7.592279395,744,3.78,0.025516882,8,0.342794245,399,2,8,4
7.580277943,637,1.44,0.001127239,6,0.336540174,402,3,11,3
7.522463604,650,0.9,0.007853749,8,0.387084502,398,4,15,4
7.52495331,957,1.5,0.017683138,6,0.352175865,424,3,11,3
7.545342124,660,1.28,0.003009483,8,0.380214739,398,1,11,1
7.592012147,944,0.19,0.00283834,6,0.393475382,411,2,7,3
7.591187973,629,2.85,0.003931685,7,0.398246727,392,3,18,1
7.532409121,636,3.59,0.004779917,8,0.352083618,426,1,16,3
7.512954418,904,3.86,0.023348753,8,0.407785585,396,4,12,2
7.500141556,943,2.26,0.004489334,6,0.363380906,397,2,5,2
7.541881699,691,0.95,0.009254728,8,0.328456517,422,2,19,3
7.528495807,655,3.96,0.018677363,7,0.300687383,404,4,19,3
7.592719619,844,3.04,0.02350928,6,0.319785105,396,4,11,4
7.546908127,854,3.78,0.027754436,7,0.37123012,411,1,3,3
7.539343451,896,0.11,0.005943268,8,0.388266013,390,4,11,4
7.598353494,758,0.82,0.011842322,7,0.332426574,401,3,7,3
7.593655501,791,1.8,0.018058976,8,0.379317417,394,2,7,4
7.559287032,902,0.65,0.006886154,8,0.347263993,393,3,16,2
7.543530305,905,3.21,0.006052227,7,0.401454253,407,1,10,3
7.550437074,851,0.5,0.029677485,6,0.33224412,416,3,11,3
7.582282503,695,0.18,0.007677161,7,0.379821116,425,2,14,3
7.535881492,749,2.98,0.023324752,7,0.366691362,405,2,15,3
7.568200557,916,3.42,0.006474987,8,0.367939564,429,4,5,3
7.512691749,690,3.38,0.004475165,7,0.32987704,421,1,12,3
7.530211134,779,4.03,0.015598367,8,0.386550542,394,1,18,4
7.542322414,690,0.5,0.009989432,8,0.318065013,398,4,20,4
7.534561064,693,1.01,0.003511588,8,0.33487669,422,4,3,3
7.572892905,906,3.04,0.000113703,7,0.303838826,394,1,12,2
7.56671413,660,2.14,0.02788858,7,0.351671657,400,3,15,3
7.596538803,640,3.08,0.011699137,8,0.401179807,401,4,19,3
7.55893201,840,3.49,0.017340485,8,0.392979683,414,3,20,3
7.587494994,809,2.02,0.012190408,7,0.376795219,408,3,11,3
7.576467036,639,2.49,0.004574902,6,0.335122867,394,4,18,1
7.55352493,681,1.29,0.022675888,6,0.305280412,423,3,9,3
7.540225913,923,4.15,0.024343181,8,0.315333838,416,4,20,3
7.553565627,786,3.28,0.012643806,8,0.359541589,407,2,16,3
7.589985393,737,3.36,0.003160605,7,0.401443614,417,4,7,3
7.524470536,931,2.99,0.003806107,6,0.309567145,399,4,13,2
7.53769169,856,0.46,0.00052632,8,0.351951535,425,1,14,3
7.588269789,708,0.96,0.019990467,7,0.301943831,421,1,10,3
7.534447233,783,1.99,0.018125886,8,0.372452943,402,3,11,3
7.518946049,744,4,0.025903235,6,0.406028897,413,3,16,3
7.55615201,769,3.06,0.016070487,7,0.337423444,391,4,11,4
7.561768959,892,1.09,0.029179284,8,0.400515867,392,2,16,0
7.548102688,669,3.26,0.024630022,8,0.396191809,414,3,12,3
7.508261138,729,1.23,0.024662534,6,0.320013385,393,4,17,4
7.57887449,815,1.13,0.012164029,6,0.315498918,409,4,11,3
7.514584117,627,2.02,0.018019758,6,0.387460491,393,3,9,4
7.575707923,908,3.38,0.026301041,7,0.392475519,422,1,11,3
7.509252702,688,2.36,0.024439825,7,0.363693661,424,3,6,3
7.579107686,926,2.32,0.015996212,7,0.347754024,390,4,13,2
7.538321962,916,0.76,0.02869862,7,0.358488868,405,2,6,3
7.593273595,752,3.26,0.024753287,6,0.391945053,414,3,4,3
7.506691578,971,2.86,0.015070671,6,0.398954283,413,1,5,3
7.52282091,697,1,0.028938845,7,0.376196908,429,1,15,3
7.512135217,685,1.77,0.007590907,7,0.307466014,416,4,16,3
7.53195213,691,0.16,0.011545597,8,0.318684655,416,4,20,3
7.513948117,880,3.93,0.005669215,7,0.364820953,414,1,19,3
7.543627257,713,2.28,0.006734493,7,0.300849228,394,1,17,4
7.535903883,646,2.91,0.018263099,8,0.36782734,404,1,8,3
7.531715918,802,1,0.025740715,8,0.408497858,398,1,11,0
7.532060028,675,0.55,0.025514766,6,0.387487959,416,2,19,3
7.514383152,809,1.55,0.0089328,7,0.343372924,390,1,20,4
7.566505341,687,2.95,0.024175949,7,0.341497345,405,1,20,3
7.546077505,805,2.4,0.029751342,7,0.31909821,401,4,13,3
7.539098908,930,3.42,0.017837372,7,0.379718836,397,2,5,2
7.511525439,864,2.05,0.000614237,7,0.307430296,429,4,20,3
7.553371796,695,1.04,0.02046687,6,0.407029137,402,4,7,3
7.569989956,841,3.53,0.018563055,8,0.316379748,405,3,7,3
7.504438925,842,0.86,0.022518732,7,0.383129013,411,1,8,3
7.595320675,792,0.58,0.022982925,8,0.376395126,412,1,19,3
7.535087676,839,1.21,0.017895477,7,0.354361367,409,1,19,3
7.585150141,953,3.09,0.010702222,6,0.341810139,400,2,11,3
7.551091508,933,4.15,0.015239879,6,0.307068741,390,4,15,2
7.518096252,658,2.63,0.021778215,7,0.383399464,414,4,8,3
7.523136939,949,0.39,0.024189886,7,0.324654395,403,4,19,3
7.587426584,913,1.8,0.012831849,7,0.333474086,417,1,12,3
7.509862727,745,3.93,0.005403302,8,0.352813938,407,1,10,3
7.538570988,754,2,0.001385727,6,0.375100688,411,1,3,3
7.549931009,911,2.95,0.002185919,8,0.351657946,414,4,15,3
7.547551387,893,2.34,0.027050682,7,0.31843258,398,1,2,4
7.571015563,966,2.71,0.000767225,7,0.325605277,410,3,7,3
7.523299449,667,1.93,0.010536928,6,0.358127213,407,3,5,3
7.540947959,901,2.59,0.000708866,8,0.374301228,418,3,17,3
7.534856103,721,3.43,0.023196537,8,0.366084659,407,3,5,3
7.553583165,813,1.19,0.026098074,7,0.375835464,392,1,6,4
7.549089019,864,1.9,0.017135556,8,0.393962505,393,2,1,4
7.557379475,744,3.23,0.018467752,6,0.363000192,420,3,14,3
7.549969049,627,1.99,0.015649399,6,0.327096664,412,2,13,3
7.529516997,801,3.57,0.008550337,7,0.312685088,416,1,2,3
7.555433175,775,0.38,0.001071176,6,0.370067857,407,4,3,3
7.561449536,823,3.22,0.025925266,6,0.347917836,402,2,2,3
7.567281328,903,2.61,0.010243656,8,0.334101697,422,3,10,3
7.580283922,772,3.68,0.012019017,6,0.344726732,393,4,15,4
7.595149214,723,2.84,0.001765938,8,0.34694841,393,1,9,1
7.589928124,967,3.45,0.013207844,8,0.303353218,430,1,10,3
7.50257931,661,1.22,0.028088553,6,0.389995268,411,4,1,3
7.52292556,864,4.1,0.007743036,7,0.393448867,392,4,2,4
7.52401336,765,2.72,0.019777785,6,0.319744111,400,3,15,3
7.544840433,856,4.03,0.019949654,6,0.368213805,401,3,9,3
7.516942112,729,2.21,0.021637132,6,0.317963222,403,4,8,3
7.530888801,746,3.31,0.029354597,7,0.392481639,428,2,18,3
7.546951652,644,3.45,0.027578454,6,0.338574311,426,2,15,3
7.557283708,784,4.02,0.015854339,6,0.367004172,413,4,17,3
7.513696083,749,0.99,0.012854146,7,0.409306263,426,3,12,3
7.505938184,945,0.42,0.024181964,8,0.335786964,412,1,18,3
7.536679234,643,2.31,0.028718215,7,0.309428097,396,1,6,4
7.562659257,836,3.37,0.021369993,8,0.375690245,404,2,18,3
7.583980924,690,0.11,0.028276171,6,0.329356702,406,1,13,3
7.543969654,704,1.89,0.008560295,8,0.359609291,416,3,4,3
7.574771084,935,2.64,0.007604312,7,0.308444253,419,2,2,3
7.557547557,694,3.7,0.029970824,6,0.360109713,391,1,7,4
7.563733515,784,1.33,0.019012156,6,0.34370914,404,2,13,3
7.540606769,977,1.3,0.021616192,6,0.348890269,424,1,4,3
7.599834618,873,0.78,0.011890986,6,0.313949548,426,3,1,3
7.563830053,642,1.6,0.018817528,8,0.353048734,391,3,7,4
7.544075052,676,2.68,0.001518864,8,0.303070993,401,2,17,3
7.526559827,881,1.84,0.021678675,6,0.364908701,422,1,18,3
7.549633306,975,0.71,0.029426264,6,0.322349525,421,4,15,3
7.505935839,711,2.87,0.012422777,6,0.344736074,392,2,18,4
7.587609147,883,3.52,0.019803877,7,0.369984024,408,2,13,3
7.548263705,714,2.01,0.000431936,6,0.370027255,415,1,19,3
7.585769607,703,3.35,0.02833176,7,0.378258713,421,4,12,3
7.527600808,741,3.78,0.003871984,6,0.357252177,412,1,11,3
7.522475258,922,3.24,0.027728972,7,0.336296953,425,3,6,3
7.574319461,797,1.29,0.021745461,7,0.330530207,409,2,6,3
7.505154838,902,0.15,0.009007647,7,0.402428529,399,4,11,2
7.590250208,643,3.43,0.007152004,7,0.325416367,428,4,17,3
7.54978983,834,0.23,0.008325707,7,0.337560268,415,3,12,3
7.504554695,713,4.04,0.002667934,6,0.352849841,420,3,4,3
7.578083255,821,0.43,0.026342005,6,0.339672773,430,1,6,3
7.561006825,801,2.61,0.022366734,8,0.405511912,421,3,14,3
7.58300435,929,0.44,0.007032051,8,0.351017821,406,4,6,3
7.583561654,943,1.94,0.027644498,8,0.399419079,391,1,20,2
7.557764296,767,2.89,0.023506244,8,0.300996871,427,2,2,3
7.544980591,749,1.19,0.025778483,7,0.368697559,425,3,6,3
7.500901001,874,4.01,0.022713318,8,0.359257331,425,3,7,3
7.545968084,868,2.19,0.014691095,6,0.389619165,393,4,19,4
7.500008311,933,1.28,0.005781868,8,0.302131416,420,1,6,3
7.550945806,698,3.26,0.007926219,8,0.371811896,411,1,14,3
7.519051444,908,1.34,0.025776277,6,0.305062986,411,1,5,3
7.565402007,635,0.69,0.029873485,6,0.395664688,401,4,10,3
7.50879921,623,0.49,0.015752905,6,0.389847215,414,3,14,3
7.579472878,707,2.55,0.020911369,7,0.351752536,418,3,20,3
7.514400571,838,1.83,0.01369464,6,0.364931728,422,4,13,3
7.540149224,803,0.16,0.027070061,8,0.322565028,404,1,6,3
7.554341893,702,3.22,0.001301964,6,0.349748503,405,3,8,3
7.593192728,702,1.49,0.012679082,6,0.33702943,410,1,9,3
7.550969312,852,2.94,0.029840261,6,0.313181519,404,3,16,3
7.543622505,900,1.45,0.02938301,7,0.374537458,420,4,8,3
7.531144385,748,0.82,0.022833181,6,0.407148647,390,3,18,0
7.586831605,915,2.15,0.005436606,7,0.301326855,400,3,15,3
7.547312272,629,2.25,0.008230859,6,0.30453445,391,4,7,4
7.527412591,633,0.83,0.022323304,7,0.307657044,400,4,13,3
7.501154978,742,1.4,0.02304418,7,0.316584681,400,3,13,3
7.576569067,834,0.98,0.003403067,7,0.405637778,423,1,17,3
7.507967458,877,2.11,0.02672576,6,0.367104065,424,2,12,3
7.50107403,962,2.31,0.029055631,6,0.409000343,417,1,4,3
7.571981687,737,4.12,0.0240747,7,0.305102376,412,4,7,3
7.559522058,967,3.88,0.005934423,7,0.340637726,408,1,9,3
7.594043687,929,2.73,0.005207194,6,0.377333953,416,1,1,3
7.57477736,768,2.7,0.022711738,7,0.363780189,410,4,20,3
7.53820764,634,0.88,0.00620804,8,0.304515274,419,3,9,3
7.566109515,867,3.18,0.010655621,7,0.403681633,428,3,19,3
7.541488627,854,2.2,0.004121288,8,0.323098884,405,3,11,3
7.504984037,771,0.74,0.018632316,8,0.386266342,397,4,1,4
7.542882468,872,1.46,0.011401489,6,0.394245158,422,1,5,3
7.576532476,636,2.52,0.006080073,6,0.329096329,430,1,3,3
7.580234152,917,3.36,0.027500031,6,0.300699868,410,4,8,3
7.517134048,643,1.24,0.020202645,8,0.305949849,419,4,20,3
7.504364481,847,4.05,0.006032864,6,0.371940294,397,1,3,4
7.509423779,672,3.8,0.026481748,6,0.302178744,413,3,17,3
7.583789996,905,3.6,0.022598127,8,0.336169541,407,2,11,3
7.50689688,809,0.19,0.000655491,6,0.39025514,392,1,19,1
7.550973354,701,2.16,0.018174386,8,0.373406541,407,4,3,3
7.59739011,777,0.82,0.023081453,7,0.349453247,397,3,10,4
7.557025403,863,2.59,0.00267996,6,0.378297014,415,3,18,3
7.524307582,822,2.49,0.007981909,7,0.397355171,397,3,9,4
7.576951331,850,0.31,0.018293443,8,0.394059782,397,4,14,4
7.544231864,774,1.33,0.029348336,7,0.403269792,426,3,20,3
7.580574098,642,1.93,0.004906762,8,0.332027268,401,3,17,3
7.569545987,715,3.39,0.023919624,8,0.33316475,415,3,18,3
7.597940619,958,2.75,0.028445728,7,0.323749918,391,2,3,2
7.504432137,641,1.1,0.0128254,6,0.334696343,401,1,6,3
7.529788144,777,0.71,0.024491535,8,0.314724087,401,2,12,3
7.55220584,914,0.7,0.022468138,7,0.339606925,416,1,15,3
7.59260675,733,3.75,0.026170888,6,0.370287388,394,2,13,4
7.516736731,884,3.24,0.029483953,7,0.39395247,405,1,1,3
7.533380151,900,0.57,0.001092976,8,0.387961208,429,2,12,3
7.561354151,765,1.57,0.007140061,7,0.325067846,430,4,6,3
7.518616092,887,2.25,0.028075003,8,0.407267417,410,3,2,3
7.531127671,718,0.46,0.020133404,8,0.387398854,403,3,7,3
7.549455771,646,3.28,0.017550077,8,0.358443591,430,2,14,3
7.564447619,736,2.58,0.015558326,8,0.344954287,416,3,11,3
7.520422234,974,3.19,0.012857933,6,0.33847483,419,1,8,3
7.596031013,975,2.49,0.018717963,8,0.34257874,412,1,20,3
7.58007512,924,2.26,0.015542238,8,0.338795776,400,2,10,3
7.507635895,953,1.61,0.023139239,8,0.39135383,419,4,12,3
7.577088095,937,2.24,0.014531281,6,0.307701977,415,3,12,3
7.550678784,828,3.73,0.028677842,8,0.311005441,414,2,8,3
7.521562842,719,2.64,0.002104149,8,0.346576282,412,2,1,3
7.540677707,913,1.27,0.020445749,8,0.388866351,409,3,3,3
7.544506367,642,0.22,0.026151949,6,0.342638366,421,1,7,3
7.515897244,884,2.15,0.009875486,8,0.374657119,396,3,14,4
7.522956147,733,0.88,0.011942296,8,0.377782368,405,4,17,3
7.559900458,979,1.29,0.00072612,7,0.376562283,414,3,13,3
7.519315044,775,0.54,0.016095496,7,0.363038257,404,1,18,3
7.553152413,864,2.72,0.024696043,6,0.379234942,410,3,18,3
7.517765173,760,3.25,0.016180251,7,0.380546273,408,1,15,3
7.567916519,893,1.94,0.002728854,6,0.341810161,413,1,9,3
7.550272402,773,3.6,0.017495849,7,0.303228465,423,1,5,3
7.531312786,927,3.13,0.02714421,6,0.373570192,425,2,8,3
7.528646658,976,1.75,0.009397807,7,0.362501852,411,4,6,3
7.538629312,769,1.76,0.017052068,6,0.370304046,394,3,5,4
7.580956664,878,1.7,0.004792998,8,0.344161451,424,3,2,3
7.508036824,638,3.37,0.029455161,6,0.321548365,406,1,16,3
7.53669412,633,1.61,0.003236479,8,0.325910793,428,1,12,3
7.539114119,692,1.64,0.022278654,7,0.328849437,397,2,11,4
7.594526915,718,2.56,0.018473103,8,0.322214882,397,4,1,4
7.559158746,889,1.12,0.020454934,8,0.331646224,422,2,19,3
7.536978348,688,4.16,0.025142788,6,0.333426756,412,4,5,3
7.572233179,923,2,0.016413228,6,0.365642168,430,4,9,3
7.505521263,857,1.29,0.01576693,7,0.358485239,406,2,7,3
7.585019286,757,1.2,0.022309175,6,0.38924779,401,2,9,3
7.505209426,822,2.81,0.000293768,7,0.383193147,406,3,19,3
7.568961314,975,1.84,0.016552704,6,0.367163696,414,1,5,3
7.583015686,725,2.12,0.019522812,8,0.409997559,396,3,20,0
7.595787918,917,3.04,0.025409624,6,0.384617209,424,2,17,3
7.564299643,852,3,0.027193344,8,0.323940856,415,4,3,3
7.536597897,642,2.54,0.008557409,7,0.407814648,391,3,7,0
7.548879149,625,3.38,0.005701563,8,0.336573574,394,1,3,4
7.579482696,662,0.54,0.017059736,8,0.322349204,413,2,7,3
7.539175845,934,4.04,0.014651353,6,0.32245685,398,1,13,2
7.52671455,853,2.59,0.010464534,6,0.388181967,419,2,17,3
7.518811533,627,3.57,0.010316292,8,0.398339866,393,1,20,4
7.563326384,778,2.14,0.017115593,7,0.398789936,400,3,7,3
7.553491234,751,2.48,0.016312608,6,0.355991127,402,1,7,3
7.576039302,957,2.01,0.006702965,7,0.358107183,399,3,10,2
7.592784409,885,2.02,0.028444246,8,0.341672016,422,4,10,3
7.514798347,891,2.32,0.004779937,8,0.305764638,405,2,1,3
7.511908566,646,3.85,0.010779379,6,0.404269475,423,2,7,3
7.541874103,672,3.18,0.029810703,7,0.379025031,412,2,6,3
7.506868122,786,2.17,0.00202907,8,0.356080675,403,3,6,3
7.59510066,828,0.68,0.011443519,6,0.309315781,408,2,20,3
7.536020725,645,1.95,0.000596043,8,0.386399511,412,3,12,3
7.554227469,919,1.24,0.020715269,7,0.382156444,428,4,17,3
7.570728723,739,1.18,0.023103911,8,0.374520042,422,1,6,3
7.518249713,719,3.17,0.004497206,7,0.389420421,408,2,9,3
7.570388263,757,2.56,0.005782423,7,0.337348741,393,2,7,4
7.599700986,806,3.28,0.020060007,6,0.341175674,428,4,12,3
7.55633635,932,3.45,0.029341437,7,0.328771173,411,2,16,3
7.5100556,646,0.59,0.01447575,7,0.375678386,394,1,9,4
7.511627678,668,3.01,0.02467137,6,0.399743314,398,3,18,4
7.513246489,654,3.63,0.01560325,6,0.371979412,405,4,6,3
7.552106016,687,0.97,0.010653078,6,0.357358719,391,2,8,4
7.516864024,942,0.49,0.01038552,7,0.401470098,391,4,19,2
7.562152528,827,1.5,0.027750125,7,0.397048865,420,2,15,3
7.544400685,676,2.23,0.001605736,8,0.390252417,420,3,14,3
7.589159197,685,0.15,0.022701373,6,0.311994225,420,3,18,3
7.567830346,799,2.55,0.026087959,6,0.353066109,396,4,12,4
7.507259777,786,1.88,0.020300087,7,0.317801979,398,3,20,4
7.541455438,839,3.31,0.013296147,6,0.382311348,398,3,9,4
7.589287078,682,3.45,0.005121506,8,0.327487151,428,1,1,3
7.510417865,974,3.7,0.008464188,7,0.343792207,406,2,20,3
7.549515206,972,2.97,0.02876656,7,0.359643768,405,1,1,3
7.562044648,780,0.8,0.02921088,6,0.400250905,405,1,8,3
7.541795719,928,2.9,0.017151952,7,0.38706578,424,4,3,3
7.581871373,847,2.85,0.013954039,8,0.342052187,430,1,13,3
7.53148344,880,2.51,0.001797986,6,0.390474358,398,2,14,1
7.531864905,899,1.45,0.003653921,6,0.385492641,397,4,20,1
7.560368929,829,3.92,0.000462416,7,0.391942757,414,1,9,3
7.513398707,736,1.08,0.006955223,6,0.338723911,390,3,13,4
7.523251154,854,2.09,0.026385184,6,0.389359019,400,3,16,3
7.531764404,797,3,0.013308704,6,0.320832435,395,2,17,4
7.531599547,826,3.92,0.007593945,7,0.395121224,414,1,10,3
7.589877981,644,0.39,0.008282977,8,0.384433247,400,3,19,3
7.574807157,936,1.56,0.002945831,7,0.330697509,399,2,2,2
7.565878251,765,1.62,0.01543271,6,0.342783745,415,1,14,3
7.582837294,960,0.29,0.016554514,8,0.35579282,394,2,4,2
7.555318781,973,1.87,0.028396157,6,0.332149465,411,3,3,3
7.53204883,817,0.72,0.029847319,8,0.302431269,390,4,18,4
7.502381037,660,3.22,0.023916861,6,0.367127501,426,1,12,3
7.559503147,829,1.36,0.00363931,6,0.396754524,402,3,18,3
7.594038363,934,3.45,0.028785528,6,0.300503866,422,3,14,3
7.509009922,721,1.77,0.009364369,7,0.383425099,416,1,19,3
7.581225909,665,0.26,0.008505433,8,0.399565617,413,2,15,3
7.579060152,955,2.11,0.0266087,7,0.313188867,409,3,6,3
7.59801645,700,2.3,0.014416525,6,0.363901824,406,4,15,3
7.513778004,836,1.86,0.00172824,7,0.348268359,402,1,16,3
7.518855127,792,1.17,0.00858035,8,0.37987935,423,4,5,3
7.513287194,964,4.13,0.024292118,7,0.379101292,411,1,7,3
7.59540352,810,2.43,0.023034051,7,0.304233065,426,3,14,3
7.571474687,756,3.75,0.001839095,6,0.365974037,402,3,8,3
7.500918741,958,0.72,0.02469446,7,0.331260909,401,4,4,3
7.571863246,644,0.91,0.023506412,6,0.320565997,419,4,4,3
7.587748969,635,3.01,0.017265347,8,0.345073283,408,2,1,3
7.573915695,690,2.56,0.002260059,6,0.32343187,398,4,13,1
7.594129715,906,1.26,0.006151545,6,0.319640375,428,4,2,3
7.508171993,726,2.4,0.02293319,8,0.340567543,424,4,17,3
7.53024156,868,0.17,0.000223871,6,0.315437121,396,2,8,1
7.539887969,659,2.72,0.00014846,8,0.356151811,392,4,20,1
7.566688651,820,3.63,0.028939587,6,0.372640819,402,3,18,3
7.533638746,755,0.86,0.014940802,6,0.39962095,412,2,11,3
7.524299061,717,1.17,0.025778106,8,0.3512899,422,4,13,3
7.524519955,793,2.81,0.016843337,8,0.328108833,397,4,7,4
7.530113361,914,1.81,0.018980631,7,0.392609587,412,3,19,3
7.509554454,706,0.32,0.027995448,8,0.342508776,399,3,3,4
7.599733709,781,0.46,0.004526466,8,0.307331594,426,3,15,3
7.50511486,812,0.61,0.01060408,6,0.383856555,417,2,1,3
7.501313741,823,1.28,0.005123841,7,0.381539404,415,2,11,3
7.518018999,885,3.7,0.015297546,6,0.335266053,426,1,5,3
7.594175313,789,0.4,0.001994972,7,0.335702695,419,3,14,3
7.550342119,925,3.57,0.007497314,8,0.385871911,406,3,17,3
7.599426639,721,0.87,0.023533868,6,0.408478413,417,4,7,3
7.574760413,632,1.98,0.006709944,7,0.300397475,429,1,20,3
7.502794889,855,3.48,0.007319228,7,0.402754209,422,1,9,3
7.566525731,754,2.82,0.003709995,6,0.311925952,390,4,16,1
7.595633811,781,0.11,0.012695158,6,0.371480445,422,2,20,3
7.538076416,805,3.12,0.022874389,8,0.383728431,409,2,7,3
7.581920684,830,2.31,0.020627156,8,0.313054009,429,3,17,3
7.527280384,863,1.08,0.012169131,7,0.341402481,411,1,5,3
7.59037324,887,1,0.015966096,8,0.39239274,405,3,17,3
7.508692669,836,1.57,0.021038006,6,0.324998511,404,2,4,3
7.503044671,704,3.27,0.00639465,8,0.307791877,410,3,16,3
7.564435984,642,2.91,0.023253292,7,0.330916484,427,1,19,3
7.593440231,849,2.09,0.028075059,6,0.356810808,419,3,13,3
7.508998392,656,1.7,0.011818398,8,0.409265686,419,2,8,3
7.537472739,834,3.43,0.027985005,8,0.302549937,421,2,19,3
7.58752337,869,3.92,0.001789156,8,0.346609519,427,4,14,3
7.532295472,819,2.63,0.029343118,8,0.383326749,426,2,20,3
7.576366198,861,0.27,0.022648913,8,0.385155791,392,4,4,4
7.558609483,649,1.73,0.022652992,6,0.333933106,426,4,10,3
7.556216895,898,1.74,0.002220015,6,0.349751489,402,3,17,3
7.595608826,750,0.64,6.67E-05,6,0.319700237,396,1,20,1
7.508244469,695,3.01,0.003668911,6,0.382654775,417,1,2,3
